125	10142	67	10060	0.978996	4.818182
139	1016	67	10060	0.997096	8.120879
149	10178	67	10060	0.971689	4.065934
224	10290	67	10060	0.998463	10.377622
265	10347	67	10060	0.999092	12.717949
366	10512	67	10060	0.787869	0.000000
511	10735	67	10060	0.997096	8.120879
576	10863	67	10060	0.982297	5.307143
870	113146	67	10060	0.986688	4.480000
944	114788	67	10060	0.934338	2.489796
1152	120114	67	10060	0.998463	10.377622
1170	121256	67	10060	0.998804	11.430769
1313	126206	67	10060	0.995867	7.086538
1379	1278	67	10060	0.995867	7.086538
1406	128553	67	10060	0.982297	5.307143
1409	128611	67	10060	0.978996	4.818182
1433	1293	67	10060	0.989281	4.882943
1435	1294	67	10060	0.982297	5.307143
1466	1303	67	10060	0.975457	4.410714
1549	133558	67	10060	0.949721	2.916667
1645	138474	67	10060	0.975457	4.410714
1673	139378	67	10060	0.975457	4.410714
1698	140453	67	10060	0.752642	1.049107
1852	145581	67	10060	0.982297	5.307143
1896	146754	67	10060	0.992562	5.638462
2095	152273	67	10060	0.756894	0.000000
2124	153478	67	10060	0.999092	12.717949
2155	154664	67	10060	0.959099	3.290179
2449	168507	67	10060	0.982297	5.307143
2470	170063	67	10060	0.787869	0.000000
2485	170690	67	10060	0.982297	5.307143
2524	1755	67	10060	0.998804	11.430769
2525	1756	67	10060	0.944761	2.759398
2529	176	67	10060	0.971689	4.065934
2534	1767	67	10060	0.990454	5.111888
2536	1769	67	10060	0.934338	2.489796
2537	1770	67	10060	0.994362	6.282051
2568	1811	67	10060	0.982297	5.307143
2585	1830	67	10060	0.982297	5.307143
2586	1832	67	10060	0.994362	6.282051
2652	1951	67	10060	0.998804	11.430769
2657	1956	67	10060	0.954708	2.294793
2680	196528	67	10060	0.975457	4.410714
2738	200162	67	10060	0.999753	12.300000
2856	205147	67	10060	0.982297	5.307143
2929	2153	67	10060	0.978996	4.818182
2931	2157	67	10060	0.967700	3.770408
2984	2195	67	10060	0.982297	5.307143
2989	2196	67	10060	0.928889	2.373377
3035	2201	67	10060	0.963501	3.514286
3074	221395	67	10060	0.982297	5.307143
3076	221400	67	10060	0.999092	12.717949
3098	221935	67	10060	0.967700	3.770408
3301	23001	67	10060	0.978996	4.818182
3324	23036	67	10060	0.959099	3.290179
3361	23086	67	10060	0.978996	4.818182
3385	2312	67	10060	0.978665	3.172727
3397	23136	67	10060	0.982297	5.307143
3407	23152	67	10060	0.848756	1.525943
3411	2316	67	10060	0.998804	11.430769
3429	2318	67	10060	0.971689	4.065934
3554	2334	67	10060	0.996515	7.569231
3557	23345	67	10060	0.917554	2.169643
3652	23499	67	10060	0.997612	8.757396
3671	23522	67	10060	0.998804	11.430769
3762	23742	67	10060	0.995867	7.086538
3928	2559	67	10060	0.967700	3.770408
4036	25836	67	10060	0.994362	6.282051
4058	25878	67	10060	0.999618	10.823529
4102	259266	67	10060	0.975457	4.410714
4103	259282	67	10060	0.982297	5.307143
4142	25981	67	10060	0.982297	5.307143
4188	26047	67	10060	0.998067	9.500000
4222	26137	67	10060	0.934338	2.489796
4261	26230	67	10060	0.978996	4.818182
4409	26960	67	10060	0.982297	5.307143
4482	27151	67	10060	0.978996	4.818182
4553	27328	67	10060	0.998463	10.377622
4587	27445	67	10060	0.825874	1.343985
4668	283316	67	10060	0.967700	3.770408
4732	284217	67	10060	0.999939	18.575000
4780	284656	67	10060	0.999092	12.717949
4869	286234	67	10060	0.982297	5.307143
4886	287	67	10060	0.998804	11.430769
4939	2903	67	10060	0.963501	3.514286
4949	29072	67	10060	0.975457	4.410714
4982	2913	67	10060	0.975457	4.410714
5195	31	67	10060	0.975457	4.410714
5262	32	67	10060	0.959099	3.290179
5341	3339	67	10060	0.944761	2.759398
5376	338	67	10060	0.982170	3.983516
5477	340578	67	10060	0.727059	0.000000
5500	3417	67	10060	0.001676	0.132194
5502	3418	67	10060	0.684358	0.000000
5606	347365	67	10060	0.971689	4.065934
5646	348980	67	10060	0.999886	15.437500
5810	3710	67	10060	0.998463	10.377622
5937	3791	67	10060	0.975457	4.410714
5938	3792	67	10060	0.990454	5.111888
6071	388697	67	10060	0.993500	5.943320
6072	388698	67	10060	0.967700	3.770408
6085	389015	67	10060	0.999092	12.717949
6114	3897	67	10060	0.999092	12.717949
6116	389763	67	10060	0.772237	0.000000
6192	3908	67	10060	0.997612	8.757396
6196	3909	67	10060	0.999915	16.863636
6204	3911	67	10060	0.975457	4.410714
6245	3938	67	10060	0.982297	5.307143
6360	4035	67	10060	0.939631	2.617857
6361	4036	67	10060	0.997539	6.241379
6525	4288	67	10060	0.975457	4.410714
6637	442444	67	10060	0.928889	2.373377
6656	448834	67	10060	0.982297	5.307143
6672	4583	67	10060	0.998067	9.500000
6695	4619	67	10060	0.959099	3.290179
6697	4620	67	10060	0.991548	5.362637
6699	4622	67	10060	0.939631	2.617857
6702	4626	67	10060	0.939631	2.617857
6705	4629	67	10060	0.998067	9.500000
6756	4703	67	10060	0.959099	3.290179
6791	4763	67	10060	0.973256	2.940678
6845	4851	67	10060	0.958931	2.816568
6847	4853	67	10060	0.998463	10.377622
7078	5099	67	10060	0.982297	5.307143
7169	51168	67	10060	0.967700	3.770408
7257	51332	67	10060	0.967700	3.770408
7358	5156	67	10060	0.939631	2.617857
7495	5243	67	10060	0.997612	8.757396
7496	5244	67	10060	0.999971	23.281250
7529	5290	67	10060	0.998799	5.292308
7534	5295	67	10060	0.921772	2.117647
7545	5314	67	10060	0.569878	0.000000
7566	5335	67	10060	0.982297	5.307143
7567	53353	67	10060	0.949721	2.916667
7569	5336	67	10060	0.982297	5.307143
7573	5339	67	10060	0.998463	10.377622
7613	53904	67	10060	0.978996	4.818182
7767	546	67	10060	0.055849	0.188406
7819	54768	67	10060	0.982297	5.307143
7829	54798	67	10060	0.998804	11.430769
7857	54832	67	10060	0.982297	5.307143
7890	54880	67	10060	0.934338	2.489796
8003	5506	67	10060	0.999092	12.717949
8093	55190	67	10060	0.982297	5.307143
8254	55503	67	10060	0.998463	10.377622
8279	55567	67	10060	0.999990	19.194805
8309	55614	67	10060	0.982297	5.307143
8379	55714	67	10060	0.787869	0.000000
8471	55841	67	10060	0.999092	12.717949
8591	56145	67	10060	0.982297	5.307143
8593	56147	67	10060	0.998067	9.500000
8594	56154	67	10060	0.978996	4.818182
8600	56163	67	10060	0.999092	12.717949
8605	56171	67	10060	0.963501	3.514286
8636	56302	67	10060	0.982297	5.307143
8654	5649	67	10060	0.995150	6.660633
8655	5651	67	10060	0.998463	10.377622
8707	56884	67	10060	0.999092	12.717949
8765	56979	67	10060	0.963501	3.514286
8817	57101	67	10060	0.998463	10.377622
8824	57113	67	10060	0.982297	5.307143
8862	57178	67	10060	0.978996	4.818182
8894	5728	67	10060	0.999672	5.648515
8932	57451	67	10060	0.982297	5.307143
8990	57526	67	10060	0.959099	3.290179
8992	57529	67	10060	0.982297	5.307143
9100	57683	67	10060	0.999092	12.717949
9126	57716	67	10060	0.978996	4.818182
9150	5781	67	10060	0.803796	0.000000
9177	5794	67	10060	0.982297	5.307143
9187	5803	67	10060	0.978996	4.818182
9228	58508	67	10060	0.923292	2.267081
9274	5903	67	10060	0.999092	12.717949
9288	5925	67	10060	0.998080	6.722222
9439	6098	67	10060	0.967700	3.770408
9441	6101	67	10060	0.959099	3.290179
9503	6261	67	10060	0.971689	4.065934
9504	6262	67	10060	0.745162	1.026239
9505	6263	67	10060	0.917554	2.169643
9542	6328	67	10060	0.982297	5.307143
9549	6335	67	10060	0.967700	3.770408
9550	6336	67	10060	0.967700	3.770408
9630	6406	67	10060	0.982297	5.307143
9637	64072	67	10060	0.982297	5.307143
9987	6531	67	10060	0.998804	11.430769
